Image,Group,Condition,SubID,Threshold,SegAbbr,Grouping,Domain,SegVol,Mean,Median,StDev,Q1,Q3,Min,Max,ActVol,FAV,CoGx,CoGy,CoGz,sCoGx,sCoGy,sCoGz
Grp1_Con1_01.nii,Grp1,Con1,1,,WB,wholebrain,WB,40397,5998.46,6415,2057.85,5297,7119,-1384,37078,40397,1,61.83,100.92,28.14,61.83,100.92,28.14
Grp1_Con1_01.nii,Grp1,Con1,1,,CB,x_Cerebellum_A,CB,60195,6131.92,6676,2061.4,5723,7359,-1386,18052,60195,1,64.03,133.23,41.67,64.03,133.23,41.67
Grp1_Con1_01.nii,Grp1,Con1,1,,MB,j_Midbrain_A,MB,18892,6753.4,6774,822.12,6315,7231,-243,14197,18892,1,63.18,111.03,47.07,63.18,111.03,47.07
Grp1_Con1_01.nii,Grp1,Con1,1,,MY,p_Pons_H,HB,28427,6109,6468,1749.38,5737,7072,-1246,18843,28427,1,64.03,136.36,18.93,64.03,136.36,18.93
Grp1_Con1_01.nii,Grp1,Con1,1,,P,p_Pons_A,HB,5675,6331.66,6702,1663.7,5911,7293.5,-778,16795,5675,1,64.09,117.15,19.28,64.09,117.15,19.28
Grp1_Con1_01.nii,Grp1,Con1,1,,HY,i_Hypothalamus_A,HYP,1294,6225.44,6564.5,1399.4,5673.5,7132.5,-318,9450,1294,1,61.78,81.03,14.44,61.78,81.03,14.44
Grp1_Con1_01.nii,Grp1,Con1,1,,int,ww_fiber_bundle_F,WM,2819,6387.04,6427,760.5,5896,6896,3498,9187,2819,1,61.7,80.68,34.93,61.7,80.68,34.93
Grp1_Con1_01.nii,Grp1,Con1,1,,VL,V_ventricles_A,V,7825,7036.08,7112,945.72,6410,7708,0,9829,7825,1,63.49,79.86,43.12,63.49,79.86,43.12
Grp1_Con1_01.nii,Grp1,Con1,1,,HPF,c_Hippocampus_A,HIP,9628,6890.04,6885,849.95,6390,7387,-202,14507,9628,1,61.58,100.36,43.94,61.58,100.36,43.94
Grp1_Con1_01.nii,Grp1,Con1,1,,CTX,b_CerebralCortex_A,CTX,48603,6186.56,6681,1877.02,5974,7236,-1345,13321,48603,1,62.84,92.17,42.8,62.84,92.17,42.8
Grp1_Con1_01.nii,Grp1,Con1,1,,cc,ww_fiber_bundle_E,WM,11761,6375.84,6372,769.91,5836,6911,2394,9272,11761,1,61.42,83.86,52.05,61.42,83.86,52.05
Grp1_Con1_01.nii,Grp1,Con1,1,,aco,ww_fiber_bundle_C,WM,1364,6449.66,6434.5,830.16,5866.5,7018.5,3810,9214,1364,1,60.67,64.24,29.04,60.67,64.24,29.04
Grp1_Con1_01.nii,Grp1,Con1,1,,OT,e_Striatum/pallidum_D,STR/PAL,2628,5808.69,6472,1987.22,5107.5,7109.25,-1315,9281,2628,1,62.5,56.81,14.9,62.5,56.81,14.9
Grp1_Con1_01.nii,Grp1,Con1,1,,IPN,j_Midbrain_F,MB,370,8284.3,7954,1858.72,7293.25,8767,5389,20855,370,1,61.94,102.38,25.44,61.94,102.38,25.44
Grp1_Con1_01.nii,Grp1,Con1,1,,PG,p_Pons_B,HB,904,7163,6847,2835.31,6033.5,7598,1140,31418,904,1,61.88,106.06,15.56,61.88,106.06,15.56
Grp1_Con1_01.nii,Grp1,Con1,1,,CS,j_Midbrain_H,MB,662,7048.44,7058.5,693.93,6616.75,7491.25,4977,9160,662,1,62.77,112.11,29.06,62.77,112.11,29.06
Grp1_Con1_01.nii,Grp1,Con1,1,,PRN,p_Pons_D,HB,5748,6824.65,6831,711.41,6362.5,7289.25,3545,9985,5748,1,63.35,116.64,24.93,63.35,116.64,24.93
Grp1_Con1_01.nii,Grp1,Con1,1,,RN,j_Midbrain_C,MB,314,6905.01,6924,653.56,6441.5,7354.75,4584,8558,314,1,62.56,102.88,33.97,62.56,102.88,33.97
Grp1_Con1_01.nii,Grp1,Con1,1,,VTA,j_Midbrain_B,MB,771,6926.83,6905,782.54,6425,7394,4435,10788,771,1,62.64,98.68,27.61,62.64,98.68,27.61
Grp1_Con1_01.nii,Grp1,Con1,1,,SNc,j_Midbrain_D,MB,674,6566.24,6572,655.53,6123.75,6978.75,4595,8531,674,1,62.49,100.79,29.92,62.49,100.79,29.92
Grp1_Con1_01.nii,Grp1,Con1,1,,SI,e_Striatum/pallidum_H,STR/PAL,3013,7101.33,7183,758.6,6735,7565,670,9657,3013,1,61.47,68.93,17.84,61.47,68.93,17.84
Grp1_Con1_01.nii,Grp1,Con1,1,,ACB,e_Striatum/pallidum_B,STR/PAL,5021,7186.96,7202,595.01,6803,7590,2213,9280,5021,1,59.53,59.81,21.47,59.53,59.81,21.47
Grp1_Con1_01.nii,Grp1,Con1,1,,CP,e_Striatum/pallidum_A,STR/PAL,22254,7048.14,7084,671.02,6650.25,7492,3109,9652,22254,1,60.84,69.98,37.28,60.84,69.98,37.28
Grp1_Con1_01.nii,Grp1,Con1,1,,DEC,x_Cerebellum_B,CB,1141,6325.57,6805,1768.15,6009,7404,-343,10079,1141,1,64.24,137.34,55.96,64.24,137.34,55.96
Grp1_Con1_01.nii,Grp1,Con1,1,,FOTU,x_Cerebellum_C,CB,284,6737.89,6767.5,1083.71,6299.75,7386.75,466,9126,284,1,63.88,139.79,56.57,63.88,139.79,56.57
Grp1_Con1_01.nii,Grp1,Con1,1,,PYR,x_Cerebellum_D,CB,708,6796.41,6803,667.23,6340,7251.5,4938,8752,708,1,63.99,143.98,40.91,63.99,143.98,40.91
Grp1_Con1_01.nii,Grp1,Con1,1,,UVU,x_Cerebellum_F,CB,1999,6640.42,6670,796.21,6112,7164.5,3410,10316,1999,1,64.44,142.95,35.67,64.44,142.95,35.67
Grp1_Con1_01.nii,Grp1,Con1,1,,NOD,x_Cerebellum_E,CB,572,6955.46,6948.5,667.04,6501.75,7425.5,4809,8786,572,1,63.87,135.14,36.01,63.87,135.14,36.01
Grp1_Con1_01.nii,Grp1,Con1,1,,SIM,x_Cerebellum_G,CB,292,4886.81,6000.5,2554.74,2565,6824.5,-662,9762,292,1,63.36,133.97,60.26,63.36,133.97,60.26
Grp1_Con1_01.nii,Grp1,Con1,1,,onl,ww_fiber_bundle_A,WM,826,5975.16,6813.5,2374.53,5217.25,7520.25,-1077,10628,826,1,59.86,30.72,32.68,59.86,30.72,32.68
Grp1_Con1_01.nii,Grp1,Con1,1,,AON,a_Olfactory_H,OLF,3120,7115.61,7128.5,632.88,6730.5,7521,2508,9863,3120,1,60.24,46.86,31.42,60.24,46.86,31.42
Grp1_Con1_01.nii,Grp1,Con1,1,,GPe,e_Striatum/pallidum_G,STR/PAL,1724,6610.7,6651.5,680.82,6197.25,7073,3728,8609,1724,1,60.81,74.48,29.9,60.81,74.48,29.9
Grp1_Con1_01.nii,Grp1,Con1,1,,DG,c_Hippocampus_B,HIP,2398,7361.24,7386.5,1093.28,6713.25,8053.5,2211,12605,2398,1,62.86,99.3,43.01,62.86,99.3,43.01
Grp1_Con1_01.nii,Grp1,Con1,1,,COA,d_Amygdala_G,AMY,2861,6045.96,6261,1462.39,5435,6998,-679,9632,2861,1,63.2,89.86,13.69,63.2,89.86,13.69
Grp1_Con1_01.nii,Grp1,Con1,1,,AOB,a_Olfactory_F,OLF,622,7523.77,7510,663.71,7073.75,8000.25,5667,9634,622,1,60.32,38.82,51.24,60.32,38.82,51.24
Grp1_Con1_01.nii,Grp1,Con1,1,,SEZ,a_Olfactory_X,OLF,612,7112.56,7150,674.45,6680,7579,5276,9106,612,1,61.09,39.82,39.6,61.09,39.82,39.6
Grp1_Con1_01.nii,Grp1,Con1,1,,aot,o_optic_A,WM,841,5886.33,5864,1146.99,5135,6727,1080,8761,841,1,63.27,82.27,19.15,63.27,82.27,19.15
Grp1_Con1_01.nii,Grp1,Con1,1,,V3,V_ventricles_B,V,3218,7251.21,7286.5,965.89,6690,7888.75,522,10798,3218,1,61.64,80.38,38.42,61.64,80.38,38.42
Grp1_Con1_01.nii,Grp1,Con1,1,,CA1-CA3,c_Hippocampus_C,HIP,12184,6755.66,6766,903.78,6241,7282,30,16631,12184,1,61.38,99.34,42.94,61.38,99.34,42.94
Grp1_Con1_01.nii,Grp1,Con1,1,,PA,d_Amygdala_F,AMY,506,6479.21,6451.5,654.46,6061.5,6930.25,4567,8511,506,1,62.59,94.97,19.25,62.59,94.97,19.25
Grp1_Con1_01.nii,Grp1,Con1,1,,TT,a_Olfactory_I,OLF,1004,7215.42,7216,666.29,6826,7649.5,3153,9407,1004,1,61.2,51.98,34.39,61.2,51.98,34.39
Grp1_Con1_01.nii,Grp1,Con1,1,,MOBipl,a_Olfactory_C,OLF,5023,7419.64,7588,1278.06,7063.5,8087.5,-51,11790,5023,1,60.43,31.74,44.81,60.43,31.74,44.81
Grp1_Con1_01.nii,Grp1,Con1,1,,MOBopl,a_Olfactory_E,OLF,1336,6403.72,7383.5,2705.71,5706.75,8106.25,-762,12182,1336,1,58.84,27.02,46.21,58.84,27.02,46.21
Grp1_Con1_01.nii,Grp1,Con1,1,,MOBgl,a_Olfactory_A,OLF,7528,6470.89,7315.5,2460.17,5928.5,7990.25,-1256,13911,7528,1,60.68,27.74,45.47,60.68,27.74,45.47
Grp1_Con1_01.nii,Grp1,Con1,1,,MOBgr,a_Olfactory_B,OLF,4604,7499.38,7499.5,716.31,7083,7952,1670,10306,4604,1,60.99,33.8,45.21,60.99,33.8,45.21
Grp1_Con1_01.nii,Grp1,Con1,1,,BST,e_Striatum/pallidum_K,STR/PAL,1732,7353.94,7366.5,674.62,6921.75,7807.25,4307,9477,1732,1,60.66,68.55,27.9,60.66,68.55,27.9
Grp1_Con1_01.nii,Grp1,Con1,1,,FS,e_Striatum/pallidum_C,STR/PAL,621,7144.88,7137,648.06,6734,7578,4813,9060,621,1,65.81,70.95,20.88,65.81,70.95,20.88
Grp1_Con1_01.nii,Grp1,Con1,1,,fi,ww_fiber_bundle_G,WM,2662,6626.8,6564,963.64,5940.25,7296.5,3038,10402,2662,1,62.43,80.72,45.06,62.43,80.72,45.06
Grp1_Con1_01.nii,Grp1,Con1,1,,vhc,ww_fiber_bundle_H,WM,95,5972.61,5970,912.79,5362,6558.5,3471,7903,95,1,61.84,76.74,49.8,61.84,76.74,49.8
Grp1_Con1_01.nii,Grp1,Con1,1,,st,ww_fiber_bundle_I,WM,467,6254.01,6276,961.66,5551,6963,3465,9098,467,1,64.75,79.93,40.61,64.75,79.93,40.61
Grp1_Con1_01.nii,Grp1,Con1,1,,VPM,h_Thalamus_C,THA,919,6981.44,6983,536.29,6614.5,7337.5,4984,8817,919,1,60.96,86.57,39.31,60.96,86.57,39.31
Grp1_Con1_01.nii,Grp1,Con1,1,,RT,h_Thalamus_Q,THA,2486,6640.19,6660.5,706.73,6197.25,7109,4310,8948,2486,1,63.69,80.58,35.87,63.69,80.58,35.87
Grp1_Con1_01.nii,Grp1,Con1,1,,ZI,i_Hypothalamus_I,HYP,1804,6690.95,6696.5,651.02,6258,7119,3893,8590,1804,1,60.62,87.53,28.15,60.62,87.53,28.15
Grp1_Con1_01.nii,Grp1,Con1,1,,VPL,h_Thalamus_D,THA,1295,6751.37,6748,566.68,6397.5,7128.5,4542,8627,1295,1,63.15,83.97,36.06,63.15,83.97,36.06
Grp1_Con1_01.nii,Grp1,Con1,1,,MG,h_Thalamus_F,THA,1125,6670.17,6693,687.24,6220,7138,3600,8671,1125,1,61.85,99.3,39.54,61.85,99.3,39.54
Grp1_Con1_01.nii,Grp1,Con1,1,,LGd,h_Thalamus_G,THA,60,6398.07,6307.5,731.33,6026.75,6793.5,4656,8459,60,1,58.28,88.53,42.92,58.28,88.53,42.92
Grp1_Con1_01.nii,Grp1,Con1,1,,LP,h_Thalamus_H,THA,1338,7047.99,7043,593.99,6666.5,7444.25,4977,9120,1338,1,62.02,87.16,46.93,62.02,87.16,46.93
Grp1_Con1_01.nii,Grp1,Con1,1,,MOBmi,a_Olfactory_D,OLF,1090,7373.59,7642.5,1497.97,7031.75,8182.75,541,11678,1090,1,60.97,26.88,47.92,60.97,26.88,47.92
Grp1_Con1_01.nii,Grp1,Con1,1,,Gr,p_Pons_G,HB,271,7492.87,7514,673.82,7115.5,7942,5387,9326,271,1,59.13,36.82,49.08,59.13,36.82,49.08
Grp1_Con1_01.nii,Grp1,Con1,1,,MS,e_Striatum/pallidum_I,STR/PAL,222,7022.22,7035,621.97,6624.75,7420.75,4974,8721,222,1,61.15,61.59,30.54,61.15,61.59,30.54
Grp1_Con1_01.nii,Grp1,Con1,1,,LSc,e_Striatum/pallidum_E,STR/PAL,293,7456.65,7473,571.99,7073,7871,5371,8820,293,1,61.53,61.21,40.87,61.53,61.21,40.87
Grp1_Con1_01.nii,Grp1,Con1,1,,LSr,e_Striatum/pallidum_F,STR/PAL,1873,7183.26,7203,642.76,6761,7615,2773,9330,1873,1,61.06,60.49,33.58,61.06,60.49,33.58
Grp1_Con1_01.nii,Grp1,Con1,1,,PIR,b_CerebralCortex_I,CTX,10350,6152.25,6739,1994.46,5682.5,7442,-932,10164,10350,1,61.88,72.47,20.36,61.88,72.47,20.36
Grp1_Con1_01.nii,Grp1,Con1,1,,NDB,e_Striatum/pallidum_J,STR/PAL,636,6849.74,7029,1071,6603.5,7395.25,-707,8873,636,1,60.89,58.53,21.16,60.89,58.53,21.16
Grp1_Con1_01.nii,Grp1,Con1,1,,EPd,a_Olfactory_J,OLF,915,7064.74,7068,569.84,6673.5,7475,5209,9046,915,1,58.32,52.65,32.04,58.32,52.65,32.04
Grp1_Con1_01.nii,Grp1,Con1,1,,MPO,i_Hypothalamus_B,HYP,1385,7273.07,7389,934.07,6921,7830,2176,9390,1385,1,61.13,69.31,18.37,61.13,69.31,18.37
Grp1_Con1_01.nii,Grp1,Con1,1,,RE,h_Thalamus_P,THA,470,7129.13,7103,582.64,6752.25,7533,4958,8816,470,1,61.05,83.18,26.23,61.05,83.18,26.23
Grp1_Con1_01.nii,Grp1,Con1,1,,PO,h_Thalamus_S,THA,1228,6798.9,6818,607.21,6443.75,7198.25,4597,8888,1228,1,61.76,90.05,38.63,61.76,90.05,38.63
Grp1_Con1_01.nii,Grp1,Con1,1,,em,ww_fiber_bundle_D,WM,215,6413.32,6391,700.93,5901,6928,4129,8332,215,1,66.05,93.13,41.42,66.05,93.13,41.42
Grp1_Con1_01.nii,Grp1,Con1,1,,opt,o_optic_B,WM,1550,6572.32,6612.5,774.61,6084,7105.75,3454,9118,1550,1,62.69,94.17,41.01,62.69,94.17,41.01
Grp1_Con1_01.nii,Grp1,Con1,1,,BLA,d_Amygdala_E,AMY,3279,6832.48,6840,657.71,6419.5,7286,4543,8877,3279,1,62.31,86.03,18.99,62.31,86.03,18.99
Grp1_Con1_01.nii,Grp1,Con1,1,,LA,d_Amygdala_D,AMY,1238,6574.37,6579.5,627.94,6155.75,6979.25,3906,8503,1238,1,60.66,89.62,27.32,60.66,89.62,27.32
Grp1_Con1_01.nii,Grp1,Con1,1,,MD,h_Thalamus_N,THA,751,7070.59,7084,632.23,6636,7472.5,5217,9075,751,1,61.12,87.05,36.64,61.12,87.05,36.64
Grp1_Con1_01.nii,Grp1,Con1,1,,IAM,h_Thalamus_K,THA,474,7119,7147.5,568.52,6753.75,7518.5,5471,9055,474,1,61.1,82.05,40.45,61.1,82.05,40.45
Grp1_Con1_01.nii,Grp1,Con1,1,,sm,ww_fiber_bundle_J,WM,304,6695.59,6784.5,930.66,5990,7365.25,3885,9069,304,1,61.84,79.01,43.42,61.84,79.01,43.42
Grp1_Con1_01.nii,Grp1,Con1,1,,VAL,h_Thalamus_A,THA,414,6990.46,6967.5,560.24,6571.5,7379.25,5297,8972,414,1,60.88,81.56,37.93,60.88,81.56,37.93
Grp1_Con1_01.nii,Grp1,Con1,1,,VM,h_Thalamus_B,THA,1034,6765.83,6751,524.84,6399.25,7121,5008,8811,1034,1,60.22,84.53,31.18,60.22,84.53,31.18
Grp1_Con1_01.nii,Grp1,Con1,1,,AV,h_Thalamus_J,THA,180,7030.11,7100.5,684.85,6483.25,7520.75,5044,8556,180,1,60.86,79.51,44.52,60.86,79.51,44.52
Grp1_Con1_01.nii,Grp1,Con1,1,,PVT,h_Thalamus_M,THA,1312,7401.3,7389,683.34,6979.5,7834,4581,9899,1312,1,61.59,81.59,36.98,61.59,81.59,36.98
Grp1_Con1_01.nii,Grp1,Con1,1,,PT,h_Thalamus_O,THA,293,7120.32,7115,516.37,6752,7461,5962,8650,293,1,61.14,81.61,33.88,61.14,81.61,33.88
Grp1_Con1_01.nii,Grp1,Con1,1,,SPA,h_Thalamus_E,THA,224,7166.1,7094.5,939.41,6533.75,7584.25,4916,11239,224,1,61.55,90.46,31.51,61.55,90.46,31.51
Grp1_Con1_01.nii,Grp1,Con1,1,,IMD,h_Thalamus_L,THA,83,7377.76,7347,670.31,6926,7845,5838,8966,83,1,60.86,85.96,34.23,60.86,85.96,34.23
Grp1_Con1_01.nii,Grp1,Con1,1,,CM,h_Thalamus_R,THA,164,6938.16,6908.5,544.86,6612.25,7287.5,5318,8758,164,1,61.45,80.51,30.54,61.45,80.51,30.54
Grp1_Con1_01.nii,Grp1,Con1,1,,MH,h_Thalamus_U,THA,204,7207.54,7242.5,642.92,6758.75,7604.25,5696,8916,204,1,61.25,87.96,45.93,61.25,87.96,45.93
Grp1_Con1_01.nii,Grp1,Con1,1,,PF,h_Thalamus_T,THA,573,7273.53,7288,614.17,6852,7693,5325,8932,573,1,60.89,91.72,40.25,60.89,91.72,40.25
Grp1_Con1_01.nii,Grp1,Con1,1,,CEA,d_Amygdala_C,AMY,1604,6987.37,7024,678.08,6580.75,7431.5,4458,9010,1604,1,60.2,81.12,23.99,60.2,81.12,23.99
Grp1_Con1_01.nii,Grp1,Con1,1,,AAA,d_Amygdala_A,AMY,674,6997.24,7137,949.46,6650.5,7571.5,940,9426,674,1,58.11,73.19,15.57,58.11,73.19,15.57
Grp1_Con1_01.nii,Grp1,Con1,1,,MEA,d_Amygdala_B,AMY,1204,6960.67,7038.5,817.76,6545,7504,1381,9145,1204,1,63.08,83.64,18,63.08,83.64,18
Grp1_Con1_01.nii,Grp1,Con1,1,,PAG,j_Midbrain_J,MB,4068,7237.32,7236.5,740.01,6757,7737.25,4540,10670,4068,1,62.9,108.6,45.75,62.9,108.6,45.75
Grp1_Con1_01.nii,Grp1,Con1,1,,DR,j_Midbrain_I,MB,189,7452.98,7518,649.56,7104,7832,5425,9390,189,1,63.2,114.72,39.84,63.2,114.72,39.84
Grp1_Con1_01.nii,Grp1,Con1,1,,CLI,j_Midbrain_G,MB,183,6714.82,6710,849.5,6149,7157,3928,9987,183,1,62.4,104.83,33.57,62.4,104.83,33.57
Grp1_Con1_01.nii,Grp1,Con1,1,,MBO,i_Hypothalamus_P,HYP,1280,7264.74,7092,1549.95,6620,7603,3535,22171,1280,1,61.54,94.11,18.77,61.54,94.11,18.77
Grp1_Con1_01.nii,Grp1,Con1,1,,PCG,p_Pons_C,HB,763,7340.75,7376,662,6919,7777,4998,9435,763,1,63.6,122.23,33.58,63.6,122.23,33.58
Grp1_Con1_01.nii,Grp1,Con1,1,,SNr,j_Midbrain_E,MB,1166,6457.18,6455,688.56,6006.75,6912.75,4330,8793,1166,1,60.77,100.27,27.47,60.77,100.27,27.47
Grp1_Con1_01.nii,Grp1,Con1,1,,LC,p_Pons_F,HB,87,6851.18,6753,699.87,6415.5,7361,5356,8580,87,1,63.98,123.25,36.02,63.98,123.25,36.02
Grp1_Con1_01.nii,Grp1,Con1,1,,PB,p_Pons_E,HB,1048,7086.09,7134.5,942.94,6478,7728,3270,9753,1048,1,63.14,119.25,35.81,63.14,119.25,35.81
Grp1_Con1_01.nii,Grp1,Con1,1,,DP,b_CerebralCortex_E,CTX,399,7355.03,7369,519.38,7024,7694,5723,8699,399,1,60.97,52.12,39.25,60.97,52.12,39.25
Grp1_Con1_01.nii,Grp1,Con1,1,,ILA,b_CerebralCortex_D,CTX,1263,7491.73,7498,559.66,7127,7865,5496,9646,1263,1,61.36,51.85,45.65,61.36,51.85,45.65
Grp1_Con1_01.nii,Grp1,Con1,1,,PL,b_CerebralCortex_C,CTX,1740,7250.11,7279.5,638.33,6828.5,7691.25,4437,8965,1740,1,61.48,50.06,53.96,61.48,50.06,53.96
Grp1_Con1_01.nii,Grp1,Con1,1,,ORB,b_CerebralCortex_B,CTX,2118,7336.19,7367,579.24,6958.25,7723,3786,9438,2118,1,61.02,48.14,46.04,61.02,48.14,46.04
Grp1_Con1_01.nii,Grp1,Con1,1,,MO,b_CerebralCortex_G,CTX,16882,6637.98,6911,1433.89,6316,7425.75,-936,14120,16882,1,62.84,59.91,59.26,62.84,59.91,59.26
Grp1_Con1_01.nii,Grp1,Con1,1,,ACA,b_CerebralCortex_F,CTX,5145,6881.7,6979,865.18,6449,7430,1140,9614,5145,1,61.9,64.53,58.59,61.9,64.53,58.59
Grp1_Con1_01.nii,Grp1,Con1,1,,SS,b_CerebralCortex_H,CTX,31033,6647.97,6949,1485.64,6411,7424,-750,10207,31033,1,61.37,73.5,53.66,61.37,73.5,53.66
Grp1_Con1_01.nii,Grp1,Con1,1,,RSP,b_CerebralCortex_J,CTX,5887,6166.55,6404,1289.43,5864,6897.5,-236,9743,5887,1,62.78,96.86,65.72,62.78,96.86,65.72
Grp1_Con1_01.nii,Grp1,Con1,1,,PTL,b_CerebralCortex_K,CTX,2897,6562.14,6745,1116.25,6242,7195,861,9678,2897,1,65.37,93.66,65.82,65.37,93.66,65.82
Grp1_Con1_01.nii,Grp1,Con1,1,,PVH,i_Hypothalamus_D,HYP,213,7262.44,7256,549.16,6889,7608,5538,9667,213,1,61.4,75.81,23.64,61.4,75.81,23.64
Grp1_Con1_01.nii,Grp1,Con1,1,,LHA,i_Hypothalamus_H,HYP,2596,6939.96,6958,613.15,6557,7359.25,4722,9255,2596,1,61.71,82.74,20.45,61.71,82.74,20.45
Grp1_Con1_01.nii,Grp1,Con1,1,,AHN,i_Hypothalamus_F,HYP,490,6889.71,6881,548.22,6515.75,7249.75,5445,8382,490,1,60.9,77.14,18.48,60.9,77.14,18.48
Grp1_Con1_01.nii,Grp1,Con1,1,,VMH,i_Hypothalamus_K,HYP,410,7010.43,6965,666.69,6526.25,7500.75,4774,8588,410,1,61,82.08,15.24,61,82.08,15.24
Grp1_Con1_01.nii,Grp1,Con1,1,,DMH,i_Hypothalamus_L,HYP,430,7320.46,7313,623.25,6941.5,7704,5336,9047,430,1,61.43,84.1,18.82,61.43,84.1,18.82
Grp1_Con1_01.nii,Grp1,Con1,1,,PH,i_Hypothalamus_N,HYP,660,7184.93,7221,633.36,6766,7582.25,5195,9753,660,1,61.77,90.07,23.64,61.77,90.07,23.64
Grp1_Con1_01.nii,Grp1,Con1,1,,STN,i_Hypothalamus_O,HYP,283,6839.14,6897,573.02,6506.5,7180.5,4777,8376,283,1,62.75,90.56,24.92,62.75,90.56,24.92
Grp1_Con1_01.nii,Grp1,Con1,1,,AVPV,i_Hypothalamus_C,HYP,80,7783.23,7858.5,657.07,7451.25,8234.5,5812,9218,80,1,60.74,68.08,15.9,60.74,68.08,15.9
Grp1_Con1_01.nii,Grp1,Con1,1,,PVp,i_Hypothalamus_M,HYP,319,7167.75,7338,1121.12,6810.5,7784.5,1507,9491,319,1,61.52,89.35,12.33,61.52,89.35,12.33
Grp1_Con1_01.nii,Grp1,Con1,1,,SBPV,i_Hypothalamus_G,HYP,147,7233.09,7269,591.38,6829,7611,5767,9078,147,1,61.33,76.43,17.78,61.33,76.43,17.78
Grp1_Con1_01.nii,Grp1,Con1,1,,SCH,i_Hypothalamus_E,HYP,116,6962.18,7586.5,1906.08,5792.25,8359.25,999,9818,116,1,61.58,73.54,13.37,61.58,73.54,13.37
Grp1_Con1_01.nii,Grp1,Con1,1,,ARH,i_Hypothalamus_J,HYP,166,6301.6,6358,881.46,5758.5,6974.75,3250,8409,166,1,61.32,83.25,11.77,61.32,83.25,11.77
Grp1_Con1_02.nii,Grp1,Con1,2,,WB,wholebrain,WB,40397,6089.16,6432,2262.82,5341,7165,-3134,44759,40397,1,61.83,100.92,28.14,61.83,100.92,28.14
Grp1_Con1_02.nii,Grp1,Con1,2,,CB,x_Cerebellum_A,CB,60195,6093.55,6633,2070.73,5620,7336,-1459,21119,60195,1,64.03,133.23,41.67,64.03,133.23,41.67
Grp1_Con1_02.nii,Grp1,Con1,2,,MB,j_Midbrain_A,MB,18892,6767.24,6751,867.58,6279,7232,590,16011,18892,1,63.18,111.03,47.07,63.18,111.03,47.07
Grp1_Con1_02.nii,Grp1,Con1,2,,MY,p_Pons_H,HB,28427,6132.91,6490,1900.86,5769,7080.5,-915,31067,28427,1,64.03,136.36,18.93,64.03,136.36,18.93
Grp1_Con1_02.nii,Grp1,Con1,2,,P,p_Pons_A,HB,5675,6282.4,6639,1732.66,5812.5,7293,-1512,19745,5675,1,64.09,117.15,19.28,64.09,117.15,19.28
Grp1_Con1_02.nii,Grp1,Con1,2,,HY,i_Hypothalamus_A,HYP,1294,6108.8,6329.5,1368.68,5503.25,7002,122,9428,1294,1,61.78,81.03,14.44,61.78,81.03,14.44
Grp1_Con1_02.nii,Grp1,Con1,2,,int,ww_fiber_bundle_F,WM,2819,6356.08,6390,781.39,5836,6873.5,3632,9386,2819,1,61.7,80.68,34.93,61.7,80.68,34.93
Grp1_Con1_02.nii,Grp1,Con1,2,,VL,V_ventricles_A,V,7825,7017.67,7072,904.98,6413,7669,0,10764,7825,1,63.49,79.86,43.12,63.49,79.86,43.12
Grp1_Con1_02.nii,Grp1,Con1,2,,HPF,c_Hippocampus_A,HIP,9628,6955.95,6965,942.14,6427,7500,-921,16007,9628,1,61.58,100.36,43.94,61.58,100.36,43.94
Grp1_Con1_02.nii,Grp1,Con1,2,,CTX,b_CerebralCortex_A,CTX,48603,6151.7,6663,1912.89,5946,7213.5,-2001,23168,48603,1,62.84,92.17,42.8,62.84,92.17,42.8
Grp1_Con1_02.nii,Grp1,Con1,2,,cc,ww_fiber_bundle_E,WM,11761,6306.33,6300,807.49,5740,6866,3124,9479,11761,1,61.42,83.86,52.05,61.42,83.86,52.05
Grp1_Con1_02.nii,Grp1,Con1,2,,aco,ww_fiber_bundle_C,WM,1364,6297.53,6311.5,849.26,5709,6918.75,3758,8771,1364,1,60.67,64.24,29.04,60.67,64.24,29.04
Grp1_Con1_02.nii,Grp1,Con1,2,,OT,e_Striatum/pallidum_D,STR/PAL,2628,5867.38,6308.5,1826.33,5279,7009.25,-1526,16124,2628,1,62.5,56.81,14.9,62.5,56.81,14.9
Grp1_Con1_02.nii,Grp1,Con1,2,,IPN,j_Midbrain_F,MB,370,8368.96,7821,3003.08,7058.5,8614.25,4786,30607,370,1,61.94,102.38,25.44,61.94,102.38,25.44
Grp1_Con1_02.nii,Grp1,Con1,2,,PG,p_Pons_B,HB,904,7481.87,7105.5,2917.51,6102.75,8072.75,240,26709,904,1,61.88,106.06,15.56,61.88,106.06,15.56
Grp1_Con1_02.nii,Grp1,Con1,2,,CS,j_Midbrain_H,MB,662,6939.44,6955,771.33,6414,7476.75,4189,9019,662,1,62.77,112.11,29.06,62.77,112.11,29.06
Grp1_Con1_02.nii,Grp1,Con1,2,,PRN,p_Pons_D,HB,5748,6790.72,6797,754.86,6312,7294,3995,9803,5748,1,63.35,116.64,24.93,63.35,116.64,24.93
Grp1_Con1_02.nii,Grp1,Con1,2,,RN,j_Midbrain_C,MB,314,6599.68,6580.5,643.43,6180.5,6958.5,4390,8803,314,1,62.56,102.88,33.97,62.56,102.88,33.97
Grp1_Con1_02.nii,Grp1,Con1,2,,VTA,j_Midbrain_B,MB,771,6763.55,6725,731.35,6275.5,7224.5,4629,9667,771,1,62.64,98.68,27.61,62.64,98.68,27.61
