Image,Group,Condition,SubID,Threshold,SegAbbr,Grouping,Domain,SegVol,Mean,Median,StDev,Q1,Q3,Min,Max,ActVol,FAV,CoGx,CoGy,CoGz,sCoGx,sCoGy,sCoGz
spmCohD_Grp1_Con2gt1_P05-T181-C8.nii,Grp1,Con1,1,0.546,PG,p_Pons_B,HB,904.0,0.68,0.65,0.09,0.63,0.71,0.56,0.86,8,0.009,61.88,106.06,15.56,70.4,105.35,16.19
spmCohD_Grp1_Con2gt1_P05-T181-C8.nii,Grp1,Con1,1,0.546,CS,j_Midbrain_H,MB,662.0,0.71,0.67,0.14,0.61,0.76,0.55,1.15,123,0.186,62.77,112.11,29.06,61.09,111.11,28.78
spmCohD_Grp1_Con2gt1_P05-T181-C8.nii,Grp1,Con1,1,0.546,PRN,p_Pons_D,HB,5748.0,0.73,0.68,0.18,0.6,0.8,0.55,1.82,941,0.164,63.35,116.64,24.93,62.92,119.04,26.03
spmCohD_Grp1_Con2gt1_P05-T181-C8.nii,Grp1,Con1,1,0.546,RN,j_Midbrain_C,MB,314.0,0.69,0.67,0.12,0.61,0.72,0.56,1.19,60,0.191,62.56,102.88,33.97,65.77,103.65,33.75
spmCohD_Grp1_Con2gt1_P05-T181-C8.nii,Grp1,Con1,1,0.546,VTA,j_Midbrain_B,MB,771.0,0.79,0.75,0.19,0.64,0.91,0.55,1.47,364,0.472,62.64,98.68,27.61,61.73,98.48,26.89
spmCohD_Grp1_Con2gt1_P05-T181-C8.nii,Grp1,Con1,1,0.546,SNc,j_Midbrain_D,MB,674.0,0.84,0.81,0.2,0.65,1.03,0.55,1.18,96,0.142,62.49,100.79,29.92,70.41,101.47,27.4
spmCohD_Grp1_Con2gt1_P05-T181-C8.nii,Grp1,Con1,1,0.546,SI,e_Striatum/pallidum_H,STR/PAL,3013.0,0.85,0.77,0.28,0.65,0.97,0.55,2.37,1203,0.399,61.47,68.93,17.84,60.03,71.65,21.27
spmCohD_Grp1_Con2gt1_P05-T181-C8.nii,Grp1,Con1,1,0.546,ACB,e_Striatum/pallidum_B,STR/PAL,5021.0,0.85,0.82,0.2,0.68,0.98,0.55,1.69,2301,0.458,59.53,59.81,21.47,61.53,61.1,21.8
spmCohD_Grp1_Con2gt1_P05-T181-C8.nii,Grp1,Con1,1,0.546,CP,e_Striatum/pallidum_A,STR/PAL,22254.0,0.78,0.72,0.21,0.62,0.88,0.55,2.05,947,0.043,60.84,69.98,37.28,42.78,75.21,32.95
spmCohD_Grp1_Con2gt1_P05-T181-C8.nii,Grp1,Con1,1,0.546,DEC,x_Cerebellum_B,CB,1141.0,0.69,0.66,0.13,0.58,0.77,0.55,1.03,32,0.028,64.24,137.34,55.96,68.76,138.21,50.5
spmCohD_Grp1_Con2gt1_P05-T181-C8.nii,Grp1,Con1,1,0.546,FOTU,x_Cerebellum_C,CB,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,63.88,139.79,56.57,0.0,0.0,0.0
spmCohD_Grp1_Con2gt1_P05-T181-C8.nii,Grp1,Con1,1,0.546,PYR,x_Cerebellum_D,CB,708.0,0.94,0.9,0.25,0.75,1.09,0.55,2.1,592,0.836,63.99,143.98,40.91,63.53,144.28,40.65
